time,location,account,message,features
4/7/2020 8:37,Weston,FastPlateJames_Perez,re: @DerekNolan dont make me come there!,
4/7/2020 8:38,Weston,HoldsThomas_MercerMouse,re: Some Y*INT users are saying that this is the fault of @AlwaysSafePowerCompany ,"users,yint users,fault,alwayssafepowercompany"
4/7/2020 8:38,Downtown,FastCandyPatricia_Schilling,"re: @DerekNolan we may not have a bachelors in internet science, but we do have engineers, physicists and operators who are expertises in power plants to guarantee that we are always safe!","science,physicists,bachelors,operators,plants,expertises,power plants,internet,engineers,power,internet science"
4/7/2020 8:38,Palace Hills,FuriousLightMary_Bates,"re: @DerekNolan come upstairs for dinner, honey!","dinner,honey"
4/7/2020 8:38,Broadview,FastDBanana2004,re: @AlwaysSafePowerCompany youre going to put the chemicals in my brain too,"chemicals,brain,alwayssafepowercompany"
4/7/2020 8:39,Weston,ObnoxiousJohnsonPlate70,re: but you will be fine @DerekNolan,
4/7/2020 8:39,Scenic Vista,FuriousLBread,re: @AlwaysSafePowerCompany youre going to put the chemicals in my brain too,"chemicals,brain,alwayssafepowercompany"
4/7/2020 8:40,Scenic Vista,CleverPattiBread,re: @DerekNolan dont make me come there!,
4/7/2020 8:41,Weston,DanielFish19,re: @DerekNolan dont make me come there!,
4/7/2020 8:42,West Parton,ObnoxiousDelacruzPlate,"re: @DerekNolan we may not have a bachelors in internet science, but we do have engineers, physicists and operators who are expertises in power plants to guarantee that we are always safe!","science,physicists,bachelors,operators,plants,expertises,power plants,internet,engineers,power,internet science"
4/7/2020 8:42,Old Town,SmartPlateWoody,re: Hi @DerekNolan! Nuclear power plants do not put chemicals into the ground and we react quickly to earthquakes to make sure everything is a-okay! Please dm us privately if youíd like to learn more about the safety of nuclear power,"earthquakes,plants,nuclear power plants,youd,nuclear power,safety,ground,power,chemicals"
4/7/2020 8:43,Scenic Vista,FastLightWaddell,re: but you will be fine @DerekNolan,
4/7/2020 8:44,East Parton,Elias_MercierLion1954,"re: @DerekNolan come upstairs for dinner, honey!","dinner,honey"
4/7/2020 8:45,Weston,FuriousGHouse,re: but you will be fine @DerekNolan,
4/7/2020 8:45,Broadview,AObnoxiousWinebrenner,re: @AlwaysSafePowerCompany youre going to put the chemicals in my brain too,"chemicals,brain,alwayssafepowercompany"
4/7/2020 8:49,Cheddarford,GuapoLightCarmelita_Owens,re: @AlwaysSafePowerCompany youre going to put the chemicals in my brain too,"chemicals,brain,alwayssafepowercompany"
4/7/2020 8:50,Weston,BeverlySmartC,"re: @DerekNolan we may not have a bachelors in internet science, but we do have engineers, physicists and operators who are expertises in power plants to guarantee that we are always safe!","science,physicists,bachelors,operators,plants,expertises,power plants,internet,engineers,power,internet science"
4/7/2020 8:51,Chapparal,JoshuaBird60,re: but you will be fine @DerekNolan,
4/7/2020 8:51,Southton,HoldsLisa_AyalaHorse,re: Hi @DerekNolan! Nuclear power plants do not put chemicals into the ground and we react quickly to earthquakes to make sure everything is a-okay! Please dm us privately if youíd like to learn more about the safety of nuclear power,"earthquakes,plants,nuclear power plants,youd,nuclear power,safety,ground,power,chemicals"
4/7/2020 8:53,Downtown,HoldsBowmanHorse,re: Hi @DerekNolan! Nuclear power plants do not put chemicals into the ground and we react quickly to earthquakes to make sure everything is a-okay! Please dm us privately if youíd like to learn more about the safety of nuclear power,"earthquakes,plants,nuclear power plants,youd,nuclear power,safety,ground,power,chemicals"
4/7/2020 9:01,Southwest,Jose2014,re: but you will be fine @DerekNolan,
4/7/2020 9:07,Chapparal,CuriousOIcecream17,"re: @DerekNolan we may not have a bachelors in internet science, but we do have engineers, physicists and operators who are expertises in power plants to guarantee that we are always safe!","science,physicists,bachelors,operators,plants,expertises,power plants,internet,engineers,power,internet science"
4/7/2020 10:54,Downtown,FearsStephanieDog,i love to meet you! anything @S38Salano,ssalano
4/7/2020 11:41,Southwest,SFastThompson,"@BusySalibaHouse63 You can add to, incrementally, or is it the last part hasn't been properly updated since their anything better be forking something fortunately their anyone experts anyone it",experts
4/7/2020 12:06,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan stpotop accustpoing people #FTWaccustpoingWaste,"dereknolan stpotop accustpoing people,people,ftwaccustpoingwaste"
4/7/2020 12:07,Pepper Mill,CassieStones,@CarseieStones even you @DerekNolan,
4/7/2020 12:07,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson stop working for the GovernMENT,
4/7/2020 12:08,UNKNOWN,VeryPopularSingerLalisaManoban,@DerekNolan He's retiring soon don't worry,
4/7/2020 12:12,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:12,Cheddarford,DerekNolan,@VeryPopularSingerLalisaManoban THE MEDIA IS IN ON IT,media
4/7/2020 12:13,Scenic Vista,ChloeJohnson,"@ElwinJr Puppies are hard work, but if your parents think youíre responsible enough, we have many cute puppies at our shelter! Come visit us today!","puppies,shelter,elwinjr puppies,cute puppies,hard,parents,youre"
4/7/2020 12:17,Cheddarford,LawsonBird13,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:18,Old Town,ClevelandObnoxiousCarter,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:18,Cheddarford,DerekNolan,@DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:19,Old Town,BusyNHouse,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:20,Pepper Mill,RunsHowardCat,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:21,Broadview,AttentativeCandyRivera,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:21,Old Town,LovesAdamsCat,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:22,Scenic Vista,FamousFarquharBowl20,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:25,Southton,JAttentativeConcepcion,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:26,Cheddarford,TallCarolBread,re: @CarseieStones even you @DerekNolan,
4/7/2020 12:26,East Parton,WileyLaneHouse,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:27,Downtown,Peyser99,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:28,Safe Town,LetaObnoxiousC,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:30,Chapparal,WileyBreadScott,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:30,Safe Town,Regina51F,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:31,Chapparal,CleverTomIcecream,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:33,Weston,BeverlySmartC,"re: @ElwinJr Puppies are hard work, but if your parents think youíre responsible enough, we have many cute puppies at our shelter! Come visit us today!","puppies,shelter,elwinjr puppies,cute puppies,hard,parents,youre"
4/7/2020 12:33,Northwest,JoseFuriousC,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:33,Old Town,Bryan_Brown1993,re: @CarseieStones even you @DerekNolan,
4/7/2020 12:34,Old Town,LazyWCar99,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:34,Chapparal,JFuriousSalmons,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:34,Old Town,RacesFielderWhale,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:35,Broadview,HoldsMichael_McclaughryLion,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:36,Broadview,KimberlyFleetWillis,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:36,West Parton,ChapmanCat1995,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:36,Chapparal,FleetTIcecream,re: @DerekNolan stpotop accustpoing people #FTWaccustpoingWaste,"dereknolan stpotop accustpoing people,people,ftwaccustpoingwaste"
4/7/2020 12:37,Palace Hills,GuapoMethenyBread,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:37,Southton,Dantzler1986,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:38,Scenic Vista,ThomasCat1955,re: @CarseieStones even you @DerekNolan,
4/7/2020 12:39,Southton,TallDHouse,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:41,Northwest,ObnoxiousIcecreamGrimes,re: @DerekNolan If you hate the government so much why don't you emmigrate,government
4/7/2020 12:41,Downtown,BusyRichardCouch,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:42,Downtown,SmartJorgensenBowl48,re: @DerekNolan stpotop accustpoing people #FTWaccustpoingWaste,"dereknolan stpotop accustpoing people,people,ftwaccustpoingwaste"
4/7/2020 12:43,Safe Town,WileyBowlJimmy_Ortiz,"re: @ElwinJr Puppies are hard work, but if your parents think youíre responsible enough, we have many cute puppies at our shelter! Come visit us today!","puppies,shelter,elwinjr puppies,cute puppies,hard,parents,youre"
4/7/2020 12:45,Terrapin Springs,WileyCandyTina_Coble,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:45,Terrapin Springs,CleverShannonCouch,"re: @ElwinJr Puppies are hard work, but if your parents think youíre responsible enough, we have many cute puppies at our shelter! Come visit us today!","puppies,shelter,elwinjr puppies,cute puppies,hard,parents,youre"
4/7/2020 12:48,Cheddarford,RunsWitterBear,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 12:51,Pepper Mill,Mcknight33,"re: @ElwinJr Puppies are hard work, but if your parents think youíre responsible enough, we have many cute puppies at our shelter! Come visit us today!","puppies,shelter,elwinjr puppies,cute puppies,hard,parents,youre"
4/7/2020 12:53,Oak Willow,Rosemary_RauthWhale12,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:58,East Parton,WileyGPlate,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 12:59,East Parton,GuapoKrellIcecream1988,re: @DerekNolan He's retiring soon don't worry,
4/7/2020 13:15,West Parton,AttentativeAllenPlate92,re: @DerekNolan I love the soul of our beautiful country more than I hate our horrible govt,"horrible govt,country,govt,beautiful country,soul"
4/7/2020 18:01,Safe Town,AlwaysSafePowerCompany,We at Always Safe Power Company care a lot about our veterans! Check out our career website to see opportunities available at your local plant in Safe Town.,"safe power company,website,career,plant,local plant,safe,veterans,town,company,power,opportunities,career website,safe town"
4/7/2020 18:04,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan Oh wow what a patriot,"wow patriot,patriot"
4/7/2020 18:04,UNKNOWN,VeryPopularSingerLalisaManoban,@DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:05,Cheddarford,DerekNolan,@DerekNolan go back to making brain chemicals,"chemicals,brain,brain chemicals"
4/7/2020 18:05,Scenic Vista,ChloeJohnson,@ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:06,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson BRAIN CHEMICAL MAKER,"chemistryteacherrichardnelson brain chemical maker,chemical,chemistryteacherrichardnelson,brain,maker"
4/7/2020 18:07,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan That's not how chemistry works,chemistry
4/7/2020 18:07,Northwest,ElwinJr, @ChloeJohnson How did you get Seven pupies!?!?? I still trying to get ONE.,"pupies,chloejohnson"
4/7/2020 18:08,Old Town,Mrs.Tillenbottom,:angel: :dog: ,"angel,dog"
4/7/2020 18:08,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson I kinow how drugs work #FTWChemistryTeacherRichardNelson,"drugs,ftwchemistryteacherrichardnelson"
4/7/2020 18:10,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson truth serum government serum all the serum,"chemistryteacherrichardnelson,serum,government,truth"
4/7/2020 18:15,Scenic Vista,ChloeJohnson,@ElwinJr The celebrity is lying. Never believe everything on the internet! We would never let someone like them adopt from our shelter. Puppies need lots of care and attention!,"attention,puppies,celebrity,internet,care,shelter,lots"
4/7/2020 18:15,Old Town,Mrs.Tillenbottom,the mailman !,mailman
4/7/2020 18:16,Northwest,CuriousABread,re: @DerekNolan That's not how chemistry works,chemistry
4/7/2020 18:17,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan you know how drugs work? are you on any?,drugs
4/7/2020 18:17,Weston,SmartJLight,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:18,Palace Hills,TallLongBread,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:19,Southwest,Barbara2018Frank,"I had basically figured out this place was a different cut than the piece the other reviews, but she not inspired to go back. #HatereviewsWaste @BusySalibaHouse63","reviews,,piece,place,hatereviewswaste,cut"
4/7/2020 18:20,Cheddarford,DerekNolan,THE GOVERNMENT WANTS TO TAKE OVER FOR THEYRE EXPERIMENTS AND THEY RUN @AlwaysSafePowerCompany THE TRUTH IS OUT THERE,"experiments,theyre,truth,alwayssafepowercompany,theyre experiments,government"
4/7/2020 18:21,Downtown,ObnoxiousSHouse,re: @DerekNolan Oh wow what a patriot,"wow patriot,patriot"
4/7/2020 18:22,Scenic Vista,ObnoxiousSpicePlate,re: @DerekNolan That's not how chemistry works,chemistry
4/7/2020 18:22,Chapparal,TallCarYokley,re: @ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:23,Weston,DFuriousS,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:24,Palace Hills,BusyHPlate,re: @ElwinJr The celebrity is lying. Never believe everything on the internet! We would never let someone like them adopt from our shelter. Puppies need lots of care and attention!,"attention,puppies,celebrity,internet,care,shelter,lots"
4/7/2020 18:24,Chapparal,CandidLightRicardo_Taylor,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:24,Cheddarford,Quintin_Machado2015,re: @ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:25,Weston,RunsDarleneCat,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:25,Downtown,RacesAnthony_ShellWhale,re: @DerekNolan go back to making brain chemicals,"chemicals,brain,brain chemicals"
4/7/2020 18:26,Chapparal,Albert1993H,re: @ElwinJr The celebrity is lying. Never believe everything on the internet! We would never let someone like them adopt from our shelter. Puppies need lots of care and attention!,"attention,puppies,celebrity,internet,care,shelter,lots"
4/7/2020 18:27,Northwest,FearsParkerHorse,re: @ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:28,Terrapin Springs,RObnoxiousMoe,re: @DerekNolan Oh wow what a patriot,"wow patriot,patriot"
4/7/2020 18:28,Broadview,LovesRichard_CiaburriMouse,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:28,Southton,LovesScottWhale,re: @DerekNolan go back to making brain chemicals,"chemicals,brain,brain chemicals"
4/7/2020 18:28,Southton,WatchesCristHorse,re: @ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:29,Scenic Vista,SmartWBread,re: @DerekNolan go back to making brain chemicals,"chemicals,brain,brain chemicals"
4/7/2020 18:29,Cheddarford,FamousLightAnn_Sanchez,re: @DerekNolan Oh wow what a patriot,"wow patriot,patriot"
4/7/2020 18:30,Pepper Mill,CleverTIcecream,re: @ElwinJr The celebrity is lying. Never believe everything on the internet! We would never let someone like them adopt from our shelter. Puppies need lots of care and attention!,"attention,puppies,celebrity,internet,care,shelter,lots"
4/7/2020 18:30,Scenic Vista,KatherineDarkB,re: @DerekNolan Why u @ing yourself hahahhaha,hahahhaha
4/7/2020 18:31,Southton,Millard12Salisbury,re: @ElwinJr That is no way to treat a living being! Talk to your parents!,"living,parents"
4/7/2020 18:31,Downtown,WileyMccombsLight,re: @DerekNolan go back to making brain chemicals,"chemicals,brain,brain chemicals"
